symbol	log2FoldChange	padj
ZNF195	-0.0411534797366054	0.883352301571649
MYCBP2	-0.350110649586662	4.45096747913558e-08
FBXL3	-0.035881870132195	0.916530357703732
ITGAL	0.175827163938062	NA
PDK2	-0.0382723911782132	NA
ITGA3	0.228907991829989	NA
ZFX	-0.143312135004552	0.268311823191426
LAMP2	-0.0158042425720127	0.964237162235698
ITGA2B	-0.0378856706373888	NA
ASB4	0.0619006606509166	NA
GDE1	0.0382265281713646	0.916702348573726
REX1BD	-0.175359431093824	NA
CRLF1	-0.0664760660050353	0.888610630062967
OSBPL7	0.029205610893528	NA
TMEM98	0.0922325056507917	NA
YBX2	-0.0606196291856176	NA
KRT33A	0.186995152465428	NA
MAP3K14	0.116977733869677	0.423107298046813
ABCC8	-0.0479673627710738	NA
CACNG3	-0.111011596659873	NA
TMEM132A	-0.00706768700560246	0.98797817429108
AP2B1	-0.0517384784113169	0.83055779748748
TAC1	-0.334575136903532	NA
ZNF263	0.0391459903756792	0.888610630062967
CX3CL1	-0.435180638507094	NA
SPATA20	0.0986131190907764	0.587623217467221
CACNA1G	0.0617431639033637	NA
TNFRSF12A	0.0547028685977641	NA
DLX6	0.0370678320340114	NA
MAP3K9	0.119430060625162	0.545617496531243
RALA	0.0265868873047929	0.928630803937049
BAIAP2L1	0.00190918930513122	0.993451081749498
KDM7A	0.029045345277821	0.938720606779251
ETV1	0.00989963460089866	NA
AGK	-0.0158917887666957	0.954204592296511
ALDH3B1	0.0320470980151941	NA
TTC22	-0.098704755485022	NA
PHTF2	-0.0424527514426039	0.892452765158905
CCL26	0.241984747909228	NA
FARP2	0.110932265298608	0.274760247711347
USH1C	0.192360390384034	NA
GGCT	0.00602536501010594	0.992463064085458
DBF4	-0.0546827363529037	0.843575716243095
TBXA2R	0.0994354893626651	NA
IFRD1	-0.0379074335305168	0.866863159176034
LGALS14	-0.516994877932582	NA
COX10	0.0119649353076267	0.9649844726019
GTF2IRD1	0.0856655700752707	0.527308654422404
PAF1	0.0166822291421568	NA
VPS41	0.0764984878416862	0.712148093736921
ARHGAP44	0.012788495739283	0.9662768073963
ELAC2	0.0529933241764758	0.837032645571933
SCIN	0.0307037861513507	NA
ARSD	0.115023248509162	0.610700769804201
PNPLA4	0.0881421623747099	NA
MYH13	0.262197955713229	NA
ADIPOR2	-0.0423633907577438	0.865740273403275
CDKL3	-0.0469017679498392	0.898965504982586
UPP2	0.0821339443283584	NA
PRSS21	-0.394435240273002	NA
MARK4	0.0709451379394381	0.666476941950731
PROM1	0.00756829799868357	NA
CCDC124	0.0473455237117135	0.901983668714109
CEACAM21	0.083020381645175	NA
PAFAH1B1	0.0307160872234501	0.892647736390976
NOS2	0.0840421989471139	NA
DNAH9	-0.0704190658252928	NA
KIAA0100	0.0211780681964268	0.935345485315616
SLC13A2	-0.451477376708123	NA
GAS7	-0.0804857162869832	NA
TRAPPC6A	-0.0107538010382968	NA
MATK	-0.438293532008815	NA
CEACAM7	-0.15112897945991	NA
CD79B	-0.876646518803259	NA
SCN4A	-0.0946440701713196	NA
ST7L	-0.0134002210963363	0.965307320586291
TKTL1	0.112177615277274	NA
PAX6	0.151347549120249	NA
RPUSD1	0.084949556457186	NA
RHBDF1	-0.00529551363408486	0.991770117979461
LUC7L	0.0160126301842729	0.958460891759034
CACNA2D2	0.0278085392479544	0.937985135584975
BAIAP3	-0.0106720875673501	NA
TSR3	-0.049072233971291	NA
PIGQ	0.10468448136474	0.718832355879684
CRAMP1	-0.0558572415544206	0.815027777537567
TEAD3	0.00922581902164785	0.981800678411125
SELE	-0.111989430820265	NA
DNAJC11	0.0399073541959484	0.862959187678294
FMO3	0.0825393152493044	NA
MYLIP	0.212480927062915	0.606327732589943
NOX1	0.213115546747251	NA
E2F2	-0.0429015638830171	0.925093285945018
PSMB1	-0.0569363832095059	0.855006956003871
SYN1	-0.237063260855435	NA
JARID2	-0.0685834863054825	0.63080071871786
CDKL5	-0.0580720689289914	0.895974438630357
CAMK1G	0.449131210028907	NA
CDK11A	0.152209093880881	0.300524810097142
NADK	0.0761849298054087	0.675952471453858
TFAP2B	-0.447598529244346	NA
TFAP2D	0.372724339551987	NA
DLEC1	0.161348615203781	NA
CYTH3	-0.0683396483632624	0.682235251568366
ADAM22	-0.0609129203891826	0.820439605533594
SYPL1	-0.0131480867675246	0.972913908530217
CYB561	0.0542328399107791	0.839608298365213
SPAG9	0.0912374758033798	0.647167749888518
CELSR3	0.188945240973062	0.391241272414321
AASS	0.127644510199198	0.695425589343309
PLEKHG6	-0.237323362497287	NA
SS18L2	-0.0546096070179227	0.862004161940135
MPND	0.0128233977303557	0.980034798870325
MGST1	-0.0458464269378809	0.841192222646494
CRY1	0.0456817332830052	0.901983668714109
PGLYRP1	-1.13858100251677	NA
NFIX	0.0223591436700074	0.900439824711359
ST3GAL1	-0.0690420364045792	0.608265611665065
MMP25	0.0999434621701995	NA
IL32	-0.285580088173718	NA
PKD1	0.161278210524562	0.200462850710546
MAPK8IP2	0.10114113945594	NA
MED24	0.0635462961964413	0.811642129608137
RHOBTB2	0.0775254973125027	0.83457564593681
HEATR5B	0.00419270053182731	0.991418106099448
SEC62	-0.0602916501097093	0.83732479046099
RPS20	0.00520951700310552	0.986533615205732
CSDE1	-0.0547747791752944	0.774750906212053
UBE3C	-0.0225791469314081	0.908800072332471
REV3L	-0.0794897229281588	0.667349480063232
TENM1	-0.0970455187513043	0.483618617502072
PAX7	0.113461193496688	NA
MASP2	0.504382486656074	NA
IYD	0.038226401403929	NA
FAM76A	0.0223939929223692	0.956143970989442
TRAF3IP3	-0.324028024757255	NA
POMT2	-0.0344096825335486	0.917858199167789
VTA1	-0.0759430461830581	0.690304739109473
MLXIPL	0.0359709648476631	0.911688967892304
BAZ1B	-0.0201234052932184	0.926098599370356
RANBP9	0.0477469147089992	0.84502191712929
ETV7	-0.119218354166656	NA
SPRTN	0.0772226267550953	NA
EEF1AKNMT	0.0454541220345415	0.896044775352451
DYRK4	0.0606791012377046	0.8854834719553
ZNF207	-0.0890961207263651	0.60596657211098
UQCRC1	0.0627758192947033	0.839659178604673
STARD3NL	0.0303439275453219	0.927799589843356
CD9	0.0308815907090769	0.888610630062967
HHATL	-0.586783315278826	NA
NCAPD2	0.041495217934094	0.848426090856997
IFFO1	0.013111839328997	NA
GIPR	0.280279814093948	NA
PHF7	-0.0937726744702509	NA
SEMA3G	-0.155492250870504	NA
NISCH	0.0576154769161917	0.795314216823304
STAB1	0.167143797515994	NA
FUZ	0.139567878574816	NA
SLC6A13	0.180087131645211	NA
IDS	0.0739193074175409	0.81817643177013
PRSS3	0.0597115524447189	NA
ZNF200	0.00452554281892519	0.992463064085458
CD4	0.0235955308728098	NA
LRRC23	0.120708696589082	0.504724782180327
BTK	-0.36922626788763	NA
HFE	-0.0152173216927316	NA
SCMH1	-0.138804520857442	0.140941105417977
FYN	0.111839169987938	NA
HIVEP2	0.040146591619196	0.853219920989326
FMO1	-0.224535071697426	NA
ELOA	-0.0254439871508646	0.948514963451988
LYPLA2	0.0230204358854323	NA
CLCN6	0.0627661738657061	0.792144093419628
MRC2	0.153813190861088	NA
NME1-NME2	5.56475495674123e-05	0.999855571655199
SLC6A7	-0.283289022009771	NA
TSPAN9	0.110311489918102	0.425476164555122
BTBD7	0.0748537051468711	0.771341721487198
APBA3	0.104188717047945	NA
MKS1	-0.080420161789909	0.849417655901259
ABHD5	0.0381167149427353	0.915914921084103
ANOS1	-0.0165154055164502	NA
AKAP8L	0.0307292084078956	0.901983668714109
MBTD1	-0.0937939366422072	0.542185488101879
UTP18	-0.0765704629238402	0.780848756130813
RNF216	0.0573237783524952	0.750064373728614
TTC19	-0.0418246294801559	0.869753779184449
PTBP1	0.152542615859898	0.0928540559565876
DPF1	-0.0415943686811003	NA
SYT7	-0.101509620317846	0.709465322476063
LARS2	-0.056047610275856	0.796878235246327
PIK3C2A	0.0414566003231962	0.846651979743917
PLAUR	-0.144736884935433	NA
ANLN	0.028732915020067	0.909050628291718
WIZ	-0.0269166583604536	0.931279262680229
RABGAP1	0.0331877745860338	0.876746703905144
DCN	-0.63262849678558	NA
QPCTL	0.109739560045125	NA
PPP5C	0.027751581021731	0.928899454523013
CEP68	0.0162774582920266	0.967593648497992
MAP4K3	0.00400122838588118	0.991770117979461
ZBTB32	-0.145745083888638	NA
TYROBP	0.0363183034040924	NA
TMEM159	0.0183207803563155	NA
GABRA3	-0.124577936044242	0.727978328430286
BRCA1	0.0710036928040835	0.704985720275432
ERCC1	0.0456349588340937	0.905888601194335
CD22	-0.0857969234837464	NA
SEMA3B	0.092535482152833	0.776425517189902
MBTPS2	-0.0709529801174141	0.814813496358433
PRICKLE3	0.00638747018412113	NA
LTF	-0.385066017954704	NA
EXTL3	0.146890780435973	0.354997555316334
NR1H4	0.122004720969908	NA
ELOVL5	-0.197665284603724	0.0179301088172308
ALOX5	NA	NA
KDM5D	-0.0979216525796843	0.809465920103861
CALCOCO1	0.0661103825068556	NA
UBR7	NA	NA
MAP4K5	-0.0362341575303383	0.892509075846022
EHD3	0.0128694158725088	NA
PSMC4	0.150641367683124	0.48566808048245
MAN2B2	0.106885467024627	0.701616842428701
SLC7A14	0.153825615756292	NA
CLDN11	0.27414588365038	NA
SLC25A39	-0.0972677846800471	NA
MVP	0.119383798767787	0.641072260505131
NUB1	-0.0278361765687571	0.932132954276499
PGM3	0.0627177915258645	0.845550770140505
RWDD2A	0.064909462086332	0.872693131719918
CLK1	0.0767540292108935	0.748602013707413
POLR3B	0.0223139362816787	0.932304577018008
ANGEL1	-0.0895680120140094	0.730192208239542
RNF14	0.088141899333186	0.754610296235298
DNASE1L1	0.0840392416675591	0.801308545540457
DDX11	-0.0288953790326568	0.928630803937049
HEBP1	0.012513505126788	0.979050338138757
GPRC5A	0.259666657706791	NA
MAMLD1	-0.117538297453843	NA
CD6	0.0561826637637419	NA
TACC3	0.0491689919152382	0.818578733455367
UFL1	0.024394688271536	0.958460891759034
POLA2	0.0313871482066384	0.908030233379033
ZC3H3	0.132044875125738	0.375604052407578
CAPN1	-0.00237948583913299	0.995862626958611
ACP3	0.11658569279691	0.684548948455221
MDH1	0.0764544902419445	0.841775164500944
SLC30A9	-0.0714269563724466	0.694368729093467
MTMR11	0.119697100123567	NA
COX15	0.0771995638100487	NA
CCDC88C	-0.0539165384156583	0.765913026108664
YAF2	-0.0182578309331404	0.955815910163123
ZMYND11	0.00762640654615015	0.978921244781469
WAS	0.0246181300233306	0.961006829107115
DPEP1	0.159221412790272	NA
BID	-0.0458043911767788	0.911688967892304
MATR3	-0.0268372618249109	0.904756548028381
NPC1L1	-0.64113285003279	NA
XYLT2	0.0110939663396794	0.975675577707576
RGPD5	-0.0503925293179326	NA
STMN4	-0.179162319866599	NA
NUDCD3	0.000408945709494946	0.998377155959024
ISL1	0.413973330767897	NA
CHDH	0.0818952038538436	0.746959441105268
IL20RA	-0.0518619129957347	NA
CLCA1	0.0141507506863192	NA
CLCA4	-0.303524991347272	NA
GLT8D1	-0.032379203000486	0.938982512786108
ATP2C1	0.00973519409967155	0.974509926397358
IGF1	-0.611216573994124	NA
SLC38A5	0.259745398655182	NA
RALBP1	-0.0620352112085148	0.857579051787169
RUFY3	-0.0106599424015644	0.968716968331231
CNTN1	-0.095575854182255	NA
SLC11A1	0.117367424288314	NA
WWTR1	0.101518531349187	NA
AGPS	-0.00743855281176725	0.984023124948542
ZNF806	0.434790815513363	NA
STEEP1	0.245687614166795	NA
ATP1A2	-0.488876737230035	NA
TTC27	-0.0716823906101989	0.7251311922405
ZNF582	0.0404720874063949	NA
VSIG2	0.174032621031941	NA
PHLDB1	0.120441564863475	0.669741071325899
MARCO	0.188198941897621	NA
CYP24A1	-0.237620932862187	NA
PRDM11	0.0473461664951142	0.881819632031035
SYT13	-0.085068487090868	NA
SNAI2	0.164442933574913	NA
CD74	-0.131555177241184	NA
HGF	0.185246006567967	NA
ZRANB1	0.0568292354533307	0.835689912928799
NCDN	0.0477829442360669	0.900439824711359
ADGRA2	-0.0328498624734926	NA
CCT8L1P	1.74915921547372	NA
ZFP64	-0.0341218613724611	0.903647878041527
MNAT1	0.0297638397212236	0.908647114292466
SAMD4A	0.0621725863006417	NA
RUNX3	-0.247824533026741	NA
MRE11	-0.0282495257347082	0.931813210014658
PLEKHB1	-0.0872066714184785	NA
SERPINB1	0.595888538960375	NA
CYP3A43	-0.222325475475013	NA
SLC7A9	0.116345108380445	NA
SPAST	-0.00810567160747618	0.981800678411125
NRXN3	-0.0285386763086708	0.938982512786108
OSBPL5	-0.00776479503471776	0.97622999927104
AQR	0.0469837576598027	0.822970432402657
CPS1	-0.286362552199481	NA
C8B	-0.467685277039915	NA
FHL1	0.00963295089258915	NA
RTF2	0.110867346941421	0.589684077104377
GABRA1	-0.421158988313447	NA
NLRP2	NA	NA
SLC45A4	0.0855440234053092	0.676815229537929
RNF10	0.119875077408011	0.29711980451693
ZNF839	0.0844151456540537	0.743416539575129
ZDHHC6	0.019332472917641	0.957886053342785
GRAMD1B	-0.0347527440141907	NA
RNH1	0.0318958122352517	0.932543100831315
NDUFS1	-0.0543529941348826	0.855504457472668
RB1CC1	-0.0656192734368372	0.818578733455367
ERP44	0.0675227954447388	0.809408927714083
ALAS1	0.0713629189536952	0.805140986822251
BIRC3	0.149991348163981	NA
AKAP11	-0.101882305978643	0.748602013707413
GLRX2	-0.221438174142754	NA
SNAPC1	-0.00510054143860659	0.991418106099448
DERA	0.0405662869669592	0.892647736390976
STRAP	-0.00562957068244717	0.989127184423727
ABCC2	-0.0704935764844759	NA
DEF6	0.0816863129402268	0.842942806755793
PLEKHO1	-0.0386733632991387	NA
GCLM	-0.0217665273449792	0.954873808868317
UBR2	0.0828843312619678	0.65172496165815
EHD2	0.29884172410995	NA
DEPDC1	-0.16021576598506	0.389176672084283
CCDC28A	0.028694384172085	NA
RRAGD	-0.0106132120240706	NA
HSF2	-0.000449628128061751	0.99864696336432
PHF20	0.0274972015863066	0.903647878041527
HSD17B6	-0.135624954807621	NA
NR1H3	0.0655021697923699	0.87605276200816
TYMP	-0.220127982489477	NA
NCAPH2	0.231599805988605	0.237259467050531
TOMM34	-0.0173677394525085	0.965260253344862
SEC63	0.00085485198988106	0.996872592618931
KPNA6	-0.0481929211152618	0.850310012347177
VIM	0.0742778246711409	NA
RTEL1-TNFRSF6B	0.0901691331221303	0.647892964300905
FAS	-0.13966912428158	NA
RNASET2	0.0627289627010866	0.815776394917361
CD44	-0.327544030478225	NA
KCNG1	0.0914420852388512	0.793685077529066
AGPAT4	0.0469399250419392	NA
SLAMF7	-0.0896827573017819	NA
BTN3A1	0.146849395841707	NA
MIPEP	-0.0952635631696071	0.531135303437891
PRKCH	-0.0755791990708848	0.761720322037005
INSRR	-0.392134257875813	NA
IFNGR1	0.101917782723801	NA
B4GALT7	-0.0478794466257705	0.905888601194335
SH2D2A	-0.112256750666788	NA
VRK2	-0.0651332202534938	0.832254479613888
TNFRSF1B	-0.134417794178552	NA
VEZT	-0.0473621700090227	0.860530165631313
POU2F2	-0.0079488721186424	NA
BRD9	0.0559407959998718	0.801206042642211
SNX1	0.0088770794001785	0.976099598303794
TBPL1	-0.357253476901566	8.69797666005491e-06
ARNTL2	-0.120266979823048	0.592192255505238
BCLAF1	-0.0358043334346994	0.889335637571257
SLC39A9	-0.0256133972581478	0.929534996525042
ANK1	0.0553485711198613	NA
IBSP	-0.186830303215182	NA
TFB1M	0.0453027312266706	0.895813285253179
RABEP1	-0.0700937029074252	0.682235251568366
HMGB3	0.0199257366085348	0.964682698498983
NUP160	0.00262870209988612	0.993213865135997
BAK1	0.204274485649044	NA
MUSK	0.0695172952564786	NA
IKZF2	-0.153211315641687	NA
GRN	-0.00557339088223377	NA
FAM13B	-0.0436996833214921	0.860530165631313
ARHGAP31	-0.0696207886140002	0.878084016842239
CENPQ	-0.0149292495524594	0.976099598303794
SARS1	0.0650278130057163	0.832091173113385
RANBP3	0.0805017702830963	0.630664857889185
ARID4A	0.13957650978287	0.383565859207353
EIPR1	0.0594222803788477	0.740699394301068
PNPLA6	0.185964934187712	0.156111569133448
IFT88	-0.0917870654828338	0.753173888512837
ALG1	0.105973048263027	0.690287133327747
ZCCHC8	0.0779439170323891	0.701616842428701
ABCF2	0.0632433290710488	0.83121962889599
CHPF2	0.107927407189757	0.701616842428701
LRRC7	0.0141421785720278	NA
FUT8	-0.088372134143192	0.59275535502845
UBA6	0.0239676866172102	0.939533294073721
GAB2	-0.0923208238492125	0.817043088871047
ATP6V0A1	0.0813561549594382	0.725474048094697
PIAS1	-0.0222116324270331	0.934125279173061
SLC4A7	-0.128333952399896	0.429642714122806
APBA2	-0.0195431490060134	0.961748346109649
MAP2K3	0.0306489236883987	0.901983668714109
EFCAB1	0.156149385682481	NA
TMSB10	-0.129432974321458	NA
ASTE1	0.00318902579334854	0.994876188003099
RNF19A	0.103964726310375	0.549793549679549
PEX3	0.0605761641714276	0.865740273403275
GABARAPL2	-0.0739658794929371	NA
MYOC	0.294999188376974	NA
SH3YL1	-0.15484302102741	0.428225605165321
FAM136A	0.0822675863895088	NA
VCL	-0.01706174405816	0.957024043027761
DEPDC1B	-0.0417582605604269	0.885026120197659
DAPK2	0.122357774986193	0.448549527564953
NSMAF	-0.129504632898881	0.469264241427056
ADSS2	-0.135688293075388	0.470940265873877
STAP1	-0.178911791975544	NA
TIMP2	-0.105256841857753	0.683008886668639
RFC1	-0.0172626814646472	0.952852903130745
TBC1D23	-0.071920921362386	0.809081459860575
CUL3	-0.0483413306533141	0.822748598581505
MYOM2	0.0328724143001259	NA
OTC	-0.131173372646896	NA
CYP46A1	0.0842866999115488	NA
ZZZ3	-0.0816402977160981	0.506098869298625
SLC18A1	-0.185230380455129	NA
USP2	0.0677695514260015	NA
CASR	-0.0778468423676684	NA
TUBG2	0.0605531354602976	NA
RPL26L1	0.315249017405101	0.0434566903681993
FLT4	-0.186152070935527	NA
NSUN2	-0.0705625081612539	0.774750906212053
FBXO42	-0.0328656351846109	0.905287362446319
MFAP3	0.0879342206414594	0.598432621404157
MRI1	-0.0612364010574106	0.863366612205194
METTL1	-0.0284858847910053	NA
HOXC8	-0.154752502197622	NA
AGA	0.0308938090961213	NA
PI4K2B	0.125054793550612	0.346375558105984
BOD1L1	-0.00616537406589401	0.98688378980904
MAT2B	0.142330950792192	0.659017309995052
TLL1	-0.228651465864789	0.0870311477826388
EDC4	0.12161859561479	0.696179610215366
TRIO	-0.0555630105650085	0.728831105208561
VCAN	-0.184673573619901	NA
CLEC16A	-0.0125159839541156	0.9662768073963
MSR1	-0.162127385012085	NA
CDH1	0.0133641309541654	0.956939194678483
MTREX	-0.100565967822423	0.52866698700773
DNAH5	-0.167390306654632	0.305261397565496
ZFYVE16	-0.176380577100494	0.222119199195503
RIPOR1	0.0591522956251869	0.865740273403275
C6	-0.299741277419227	NA
RAI14	-0.0282450573983127	0.908939159131412
SOX30	-0.117168491557573	NA
PNKP	0.0616972282612993	0.770363370588358
BEST2	-0.216177791626092	NA
PHLPP2	0.0823710536037767	0.706948849793183
SPDL1	-0.0873270208751748	0.810428037718188
STAU2	0.00836606878348195	0.974509926397358
SLC66A1	0.0427564133402878	NA
CTNS	0.138599871464507	0.489576544258688
RTN4R	0.10254703553119	NA
PHF23	0.0674843871047379	0.845132190487353
CDH10	-0.188094263910738	NA
INPP4A	0.124665415143842	0.369702879036041
RAB27B	0.0437624126827792	NA
PSMA4	0.0128097936971527	0.971235610241576
MYO16	-0.167620657678168	NA
LSG1	0.035891723456479	0.908208415071415
PARP3	0.162870576194808	NA
TNC	-0.417940975367085	NA
THAP3	0.112629695598332	0.70054629866663
RIPOR3	-0.00458585895849799	NA
TDP1	-0.0321722132929927	0.872705715704054
AIFM2	0.195455625581016	NA
C2orf83	0.0146220748431752	NA
SPATA7	-0.0395689612483532	0.91360259839698
MED17	-0.0241269843783434	0.932083884919513
RETSAT	0.172983691748053	0.449414867781718
CAPG	0.0290459644184233	NA
AP2S1	0.239633896642151	0.312844605167842
USH2A	-0.194639329644254	NA
ZPBP	-0.205081560674767	NA
TG	-0.286331514114019	NA
ADAM28	-0.254871676281166	NA
BARX2	0.190963617925086	NA
DCUN1D1	-0.0379259277566266	0.903551784224553
JADE2	0.0586791460719374	0.802850088724643
ZIC2	0.00965570160566343	0.981800678411125
LCP2	-0.617925196795755	NA
TRIT1	-0.106105009898545	0.590509378249831
ADRB1	-0.192847460385708	NA
GUCA2B	1.65621345619348	NA
CUL7	0.0553150996619618	0.87605276200816
CTNNA1	0.0421918612818242	0.835689912928799
PHKA2	0.0515308478624881	0.87605276200816
CNTLN	-0.150661435405142	0.201229350634524
EPHA3	-0.214745745948159	0.290077187160199
HSPA5	0.0550191972937783	0.879681601960798
DSG2	-0.226879005758024	0.0209423318983575
GEMIN8	0.0579665598135108	NA
OFD1	0.0544921958986314	0.862535385246193
GPM6B	0.0781054859107714	NA
MAGEC2	0.602906450434118	NA
PREX2	-0.226769972632388	0.210227835928592
WDR37	0.0907023546887861	0.506098869298625
YTHDC2	-0.0585376319013384	0.839608298365213
CTPS2	0.0143758604470733	0.963731265502851
ATP6V1H	0.0456277141030323	0.825477508590665
POLR2B	-0.0711907997940051	0.695769363022331
FAM214A	-0.228847463856273	0.000680351801697605
ARAP2	-0.046225445831105	0.908800072332471
TPR	-0.0623469945859908	0.839901758229562
CP	0.135394048886826	NA
KATNIP	-0.0616298489117589	0.746302761837576
DTNBP1	0.0774421355239352	0.698538925183672
XK	-0.178572214741811	NA
ANO2	0.0104583982773219	NA
C12orf4	0.0392508263434783	0.908428975630686
SCML1	0.0458199850230182	NA
WWC3	0.0875004116850723	0.771092077021736
ARHGAP6	-0.290788647939995	2.95311987360706e-07
FAM184B	0.153455625192189	NA
MAP4	-0.0606242138716552	0.748837423774082
GOPC	0.0490333145793644	0.87605276200816
ROS1	-0.187530780229467	NA
USP28	0.0269946639567018	0.929937100456066
HDAC9	-0.181386555658242	NA
TSPAN17	0.00648177090939075	NA
NOP16	-0.0673716345117077	0.845550770140505
CC2D2A	-0.076409312228477	NA
RRM2B	-0.117002298097727	0.674261026232735
ZNF800	-0.0165406585005047	0.956838534179933
TNFRSF17	1.3483564479078	NA
SNX29	-0.00049382395939505	0.998170657754045
LMO3	-0.190272287673527	NA
MRPS10	0.0520508708470564	NA
GUCA1A	-0.0668067152677624	NA
RSF1	0.00139378665628472	0.996031104725582
VPS13D	-0.0659035685045077	0.67419048862088
CELF2	-0.0511250013900264	NA
FAM120A	-0.0321580334201003	0.87749088035415
R3HDM1	-0.112948198738647	0.441412468370564
COL9A2	-0.37508568127712	NA
KITLG	-0.185867770415965	NA
ERCC8	-0.109284297976101	0.608078211025059
ADAMTS6	0.035446943861618	NA
H6PD	0.0633380700227559	0.782361726859524
VAMP3	0.111140792687101	NA
PER3	0.124927058499598	0.506098869298625
UTS2	0.640684099503724	NA
TNFRSF9	-0.310888333186605	NA
EPN3	0.117881285147929	0.387971014744859
LTBP1	-0.10655908046261	0.572200790383977
RCN1	-0.0179366511248432	0.965446454165546
ELN	0.0286212395563656	NA
RFC2	0.127908742962801	0.462830530553988
ARID1B	-0.0201400357039024	0.922657631080708
CLPTM1L	0.0887233235658347	0.778356586102498
NEDD4L	-0.350471145763687	3.01843601561969e-11
FOXP3	0.155075504934317	NA
PPP1R3F	0.0696177894256647	0.785777577547921
HEXB	0.0541568808038502	0.850292641870958
PTCD2	-0.10124318590234	0.571769179754414
