symbol	log2FoldChange	padj
VPS28	-0.00301536705845646	0.994539313889176
ERCC3	0.117700399590052	0.512797693449543
POLR2H	0.0219748319027301	0.950917947245211
RFC4	-0.00407827102411846	0.992463064085458
SNAPC4	-0.000728203550863119	0.997179063943842
HPRT1	-0.0329190350616706	0.921957511329084
POLL	0.0642877021077543	0.86590146269057
TAF10	0.0528465112495658	0.8854834719553
TK2	0.109117054972757	0.606970046166174
STX3	0.0722359314556786	0.711159822006889
NUDT21	0.0211252457326107	0.960140981410097
GPX4	-0.0374556099311645	0.93613491345636
DDB1	0.0424500567704282	0.87605276200816
POLR2G	0.00445816197384765	NA
SAC3D1	0.187388652970144	0.441412468370564
FEN1	0.116981635389592	NA
NUDT9	-0.087065013758714	0.776425517189902
ARL6IP1	0.202824743129682	0.189897683573173
POLH	0.0124679706013476	0.966013790210301
CANT1	0.0753474131835469	0.7251311922405
POLR1C	0.0117990379426686	0.972913908530217
CLP1	0.0945755998682975	NA
ADCY6	0.104682470823109	0.63080071871786
SNAPC5	0.026856554263024	0.928310854368122
POLD4	0.220719873228174	NA
ERCC4	0.0437045206878738	0.901983668714109
CSTF3	-0.096082645113163	0.587623217467221
VPS37D	-0.021856952899115	NA
TYMS	0.036154981924855	0.910296742560863
IMPDH2	0.0783829669384895	0.682235251568366
HCLS1	0.0831243131890692	NA
ZNF707	NA	NA
POLR2A	0.0457337172950239	0.860666907218804
BOLA2	0.0398070126436886	0.91940874559135
SF3A3	0.00455869111598924	0.989127184423727
ALYREF	0.216979027268392	0.286622500176866
PDE4B	-0.147334510977392	NA
PDE6G	-0.0656880012796897	NA
MRPL40	0.10599429160404	NA
BCAP31	0.182261910247549	0.255650511241715
POLR3C	0.0693497887895616	0.831590501198504
POLR1D	0.0450031043109702	0.846364567132938
BCAM	-0.0211724013938721	NA
NELFB	0.102477844800933	0.63080071871786
SUPT5H	0.0668479519133142	0.785777577547921
POM121	-0.038751342086028	0.862959187678294
ADA	-0.058553703897993	0.901983668714109
TAF13	0.0251078273914336	0.960428985431436
PRIM1	0.0230390019327136	0.961168572924163
PNP	-0.144249783313119	0.505772175913473
APRT	0.0535755714813482	0.87749088035415
NELFE	0.154190228604047	NA
SUPT4H1	0.239474994544532	0.144360455374434
NME1	0.0660542068950188	0.832254479613888
GTF2H5	0.12807961090779	0.676935513845216
TAF9	-0.0457364031749911	NA
